,gene_ids,feature_types,genome,mt,n_cells_by_counts,mean_counts,log1p_mean_counts,pct_dropout_by_counts,total_counts,log1p_total_counts,n_cells,highly_variable,means,dispersions,dispersions_norm
LRRC25,ENSG00000175489,Gene Expression,GRCh38,False,63,0.025167126,0.02485565,97.52261108926464,64.0,4.1743875,63,False,0.022239832570475564,0.07037696826530065,-0.013859296
SSBP4,ENSG00000130511,Gene Expression,GRCh38,False,359,0.15729453,0.14608498,85.88281557215886,400.0,5.9939613,357,False,0.1307040593763545,0.1281363369412606,0.34741896
ELL,ENSG00000105656,Gene Expression,GRCh38,False,356,0.15493512,0.14404418,86.00078647267007,394.0,5.9788857,355,False,0.12579037042560232,0.08793057708417933,0.09593652
FKBP8,ENSG00000105701,Gene Expression,GRCh38,False,2299,2.8175383,1.3396058,9.594966574911524,7165.0,8.877103,2296,False,1.2546275698637965,0.08276183549815667,-0.7904909
KXD1,ENSG00000105700,Gene Expression,GRCh38,False,1198,0.6960283,0.5282892,52.89028706252458,1770.0,7.4792995,1195,False,0.4657266044832005,0.03882269932266126,-0.40107024
UBA52,ENSG00000221983,Gene Expression,GRCh38,False,2531,8.999607,2.3025458,0.4718836020448314,22886.0,10.038324,2527,False,2.1707167981638666,0.1941673396437987,-1.0280924
CRLF1,ENSG00000006016,Gene Expression,GRCh38,False,23,0.009830908,0.009782899,99.09555642941407,25.0,3.2580965,23,True,0.008466108230735602,0.19028322377033643,0.7361406
REX1BD,ENSG00000006015,Gene Expression,GRCh38,False,1059,0.5800236,0.45743978,58.35627211954384,1475.0,7.297091,1057,False,0.4026558587359713,0.0497164976489048,-0.35711393
TMEM59L,ENSG00000105696,Gene Expression,GRCh38,False,31,0.013370035,0.013281445,98.78096736138419,34.0,3.5553482,31,False,0.0114941535371335,0.09352902920594029,0.13095419
KLHL26,ENSG00000167487,Gene Expression,GRCh38,False,97,0.03932363,0.038570147,96.18560755013763,100.0,4.6151204,97,False,0.032343894595763326,-0.013875454846268261,-0.54084855
UPF1,ENSG00000005007,Gene Expression,GRCh38,False,1087,0.64215493,0.49600935,57.25521038143925,1633.0,7.398786,1084,False,0.4228240364152118,0.09741134838696776,-0.16466585
COPE,ENSG00000105669,Gene Expression,GRCh38,False,1606,1.1816752,0.780093,36.846244593000385,3005.0,8.008366,1604,False,0.6891614110940576,0.10634986288982612,-0.34516513
DDX49,ENSG00000105671,Gene Expression,GRCh38,False,509,0.23948093,0.21469268,79.9842705465985,609.0,6.413459,507,True,0.185852510477896,0.15598325519650974,0.5215982
HOMER3,ENSG00000051128,Gene Expression,GRCh38,False,387,0.1698781,0.15689956,84.78175383405426,432.0,6.070738,387,False,0.14159966738668298,0.11353812188599023,0.2561088
SUGP2,ENSG00000064607,Gene Expression,GRCh38,False,717,0.35666534,0.30502975,71.80495477782148,907.0,6.8112445,715,False,0.26452638346908997,0.0933067649201212,-0.08881593
ARMC6,ENSG00000105676,Gene Expression,GRCh38,False,233,0.09909555,0.094487615,90.83759339362956,252.0,5.5333896,231,False,0.0765365653248976,0.01712440635609337,-0.34694797
SLC25A42,ENSG00000181035,Gene Expression,GRCh38,False,191,0.07746756,0.07461344,92.48918600078648,197.0,5.288267,190,False,0.0666924918709532,0.07875902420027352,0.038569506
TMEM161A,ENSG00000064545,Gene Expression,GRCh38,False,386,0.17892253,0.16460091,84.821077467558,455.0,6.122493,385,False,0.13708257269290577,0.08213948152344495,0.05971388
MEF2B,ENSG00000213999,Gene Expression,GRCh38,False,222,0.09123083,0.08730626,91.27015336217066,232.0,5.4510384,222,False,0.07435281817236682,-0.002424159235284956,-0.46922204
RFXANK,ENSG00000064490,Gene Expression,GRCh38,False,252,0.107353516,0.101972945,90.0904443570586,273.0,5.613128,252,False,0.08448047205421527,-0.0024642793297213264,-0.46947297
NR2C2AP,ENSG00000184162,Gene Expression,GRCh38,False,182,0.07471491,0.07205542,92.84309870232009,190.0,5.2522736,182,False,0.062279254941933405,0.018553232745292827,-0.33801085
TM6SF2,ENSG00000213996,Gene Expression,GRCh38,False,12,0.004718836,0.004707737,99.52811639795517,12.0,2.5649493,12,False,0.0040232906824723726,-0.05318549568918697,-0.7867284
SUGP1,ENSG00000105705,Gene Expression,GRCh38,False,210,0.089264646,0.08550283,91.74203696421549,227.0,5.4293456,210,False,0.07406674588836347,0.10761006855253566,0.21902949
MAU2,ENSG00000129933,Gene Expression,GRCh38,False,797,0.40188754,0.33781958,68.6590640975226,1022.0,6.930495,796,False,0.2901593769193444,0.05380558785501225,-0.35382685
GATAD2A,ENSG00000167491,Gene Expression,GRCh38,False,712,0.3582383,0.3061885,72.00157294534016,911.0,6.81564,711,False,0.26572255123073873,0.06356797066789037,-0.28833163
TSSK6,ENSG00000178093,Gene Expression,GRCh38,False,22,0.0086512,0.0086139925,99.13488006291782,22.0,3.1354942,22,False,0.0064714802738181235,-0.06057592205657201,-0.83295465
NDUFA13,ENSG00000186010,Gene Expression,GRCh38,False,1846,1.6649626,0.98019004,27.408572552103816,4234.0,8.351139,1844,False,0.8834744246590525,0.1757420726853958,-0.19075991
YJEFN3,ENSG00000250067,Gene Expression,GRCh38,False,279,0.11954384,0.11292132,89.02870625245772,304.0,5.7203116,279,False,0.09840856032646372,0.097175772841241,0.15376416
PBX4,ENSG00000105717,Gene Expression,GRCh38,False,42,0.0173024,0.017154418,98.3484073928431,44.0,3.8066626,42,False,0.01475571099214577,0.13966734512893442,0.4195441
LPAR2,ENSG00000064547,Gene Expression,GRCh38,False,142,0.05898545,0.057311326,94.41604404246952,150.0,5.0172796,141,False,0.0453858808112949,-0.011222808552305882,-0.5242566
GMIP,ENSG00000089639,Gene Expression,GRCh38,False,202,0.08375934,0.080435865,92.05662603224538,213.0,5.365976,202,False,0.06652969822058635,-0.004199726395458864,-0.480328
ATP13A1,ENSG00000105726,Gene Expression,GRCh38,False,385,0.1753834,0.16159439,84.86040110106174,446.0,6.1025586,384,False,0.13464951863270644,0.08713150442284343,0.09093841
ZNF101,ENSG00000181896,Gene Expression,GRCh38,False,201,0.08729847,0.08369615,92.09594966574912,222.0,5.4071717,200,False,0.06431929070624028,-0.06707500501793182,-0.87360567
ZNF14,ENSG00000105708,Gene Expression,GRCh38,False,353,0.15218246,0.14165793,86.11875737318128,387.0,5.961005,352,False,0.11989442734668113,0.07512613228295222,0.015846182
ZNF253,ENSG00000256771,Gene Expression,GRCh38,False,231,0.09673614,0.09233862,90.91624066063704,246.0,5.5093884,231,False,0.08171295167246932,0.11570688108836633,0.26967412
ZNF682,ENSG00000197124,Gene Expression,GRCh38,False,124,0.051120725,0.049856953,95.12386944553677,130.0,4.8751974,124,False,0.03960807826856214,-0.04136943403835949,-0.7128203
ZNF90,ENSG00000213988,Gene Expression,GRCh38,False,86,0.03539127,0.034779396,96.61816751867872,90.0,4.5108595,86,False,0.0301347128352019,0.03269757124487099,-0.24953961
ZNF714,ENSG00000160352,Gene Expression,GRCh38,False,227,0.0963429,0.09198,91.073535194652,245.0,5.5053315,226,False,0.07395118716920795,0.049960257837272974,-0.14156349
ZNF431,ENSG00000196705,Gene Expression,GRCh38,False,317,0.13723949,0.12860382,87.53440817931578,349.0,5.857933,315,False,0.11049535583530187,0.09752313457823229,0.15593687
ZNF708,ENSG00000182141,Gene Expression,GRCh38,False,537,0.2457727,0.21975598,78.8832088084939,625.0,6.4393506,535,False,0.191237283476906,0.1032616066781121,0.19183035
ZNF738,ENSG00000172687,Gene Expression,GRCh38,False,270,0.115611486,0.10940267,89.38261895399134,294.0,5.6869755,270,False,0.08865121238929023,-0.017618529016053028,-0.5642611
ZNF493,ENSG00000196268,Gene Expression,GRCh38,False,431,0.1883602,0.17257437,83.0515139598899,479.0,6.173786,430,False,0.14599554241722718,0.050986823429945274,-0.13514243
ZNF429,ENSG00000197013,Gene Expression,GRCh38,False,10,0.0039323634,0.003924652,99.60676366496264,10.0,2.3978953,10,False,0.003108651355714593,0.09296247565032437,0.12741047
ZNF100,ENSG00000197020,Gene Expression,GRCh38,False,90,0.036570977,0.035918128,96.46087298466378,93.0,4.543295,89,True,0.030493499982520874,0.3015879275476661,1.4323388
ZNF43,ENSG00000198521,Gene Expression,GRCh38,False,480,0.21077468,0.19126038,81.12465591820684,536.0,6.285998,479,False,0.16918113678359661,0.011837799804184182,-0.3800151
ZNF208,ENSG00000160321,Gene Expression,GRCh38,False,152,0.06252458,0.060647756,94.02280770743216,159.0,5.075174,152,True,0.057379406970770604,0.21115130435677448,0.8666681
ZNF676,ENSG00000196109,Gene Expression,GRCh38,False,69,0.027133306,0.026771724,97.28666928824224,69.0,4.248495,69,False,0.026853417349235183,0.10280925998242457,0.18900098
ZNF98,ENSG00000197360,Gene Expression,GRCh38,False,10,0.0039323634,0.003924652,99.60676366496264,10.0,2.3978953,10,False,0.003268520842367537,-0.10706367355917316,-1.1237302
ZNF99,ENSG00000213973,Gene Expression,GRCh38,False,13,0.0051120725,0.0050990502,99.48879276445143,13.0,2.6390574,13,False,0.004960757512375703,0.11665619257078726,0.27561197
ZNF724,ENSG00000196081,Gene Expression,GRCh38,False,86,0.03421156,0.03363936,96.61816751867872,87.0,4.477337,86,False,0.02951280894266326,0.008879987518160175,-0.39851588
ZNF675,ENSG00000197372,Gene Expression,GRCh38,False,158,0.06685018,0.06471055,93.78686590640976,170.0,5.1416636,158,True,0.05368608509841989,0.15272874806877682,0.5012417
ZNF681,ENSG00000196172,Gene Expression,GRCh38,False,78,0.031852145,0.031355385,96.9327565867086,81.0,4.406719,78,False,0.024155333990705446,-0.1334775178879898,-1.2889458
ZNF254,ENSG00000213096,Gene Expression,GRCh38,False,747,0.3625639,0.30936816,70.6252457727094,922.0,6.827629,745,False,0.2672385488513108,0.023951324841166834,-0.55411726
UQCRFS1,ENSG00000169021,Gene Expression,GRCh38,False,23,0.009830908,0.009782899,99.09555642941407,25.0,3.2580965,23,False,0.00808637311099049,-0.00040643409807064395,-0.45660138
POP4,ENSG00000105171,Gene Expression,GRCh38,False,468,0.20920172,0.1899604,81.59653952025168,532.0,6.2785215,467,False,0.16769673624945272,0.09012949230488863,0.10969048
PLEKHF1,ENSG00000166289,Gene Expression,GRCh38,False,373,0.16712545,0.15454385,85.33228470310657,425.0,6.0544395,373,True,0.14119370688985203,0.16577152490551622,0.58282274
C19orf12,ENSG00000131943,Gene Expression,GRCh38,False,548,0.24852537,0.22196315,78.4506488399528,632.0,6.4504704,547,False,0.20041111775491938,0.10085892377646992,-0.038148966
CCNE1,ENSG00000105173,Gene Expression,GRCh38,False,36,0.014156508,0.01405724,98.58434919386552,36.0,3.6109178,36,False,0.012952331649059986,0.09864580763082098,0.16295907
URI1,ENSG00000105176,Gene Expression,GRCh38,False,1275,0.78057414,0.5769359,49.86236728273693,1985.0,7.593878,1272,False,0.5143184059513208,0.10139183453071637,-0.14860465
ZNF536,ENSG00000198597,Gene Expression,GRCh38,False,106,0.04286276,0.041969586,95.83169484860402,109.0,4.7004805,106,False,0.03774992766297618,0.03016262110130789,-0.26539543
ZNF507,ENSG00000168813,Gene Expression,GRCh38,False,757,0.38379866,0.32483238,70.23200943767203,976.0,6.8844867,755,False,0.2824475510702062,0.09533538148866358,-0.07520606
PDCD5,ENSG00000105185,Gene Expression,GRCh38,False,1024,0.55800235,0.44340447,59.732599292174605,1419.0,7.2584124,1022,False,0.397842842026191,0.1222660288290499,-0.064377554
ANKRD27,ENSG00000105186,Gene Expression,GRCh38,False,410,0.179709,0.1652678,83.87731026346835,457.0,6.126869,408,False,0.14875526963015734,0.1058071419843178,0.20775239
RGS9BP,ENSG00000186326,Gene Expression,GRCh38,False,11,0.0043256,0.0043162713,99.56744003145891,11.0,2.4849067,11,True,0.004407127649504439,0.4165862211305082,2.15164
NUDT19,ENSG00000213965,Gene Expression,GRCh38,False,488,0.23672828,0.21246941,80.81006685017695,602.0,6.401917,486,False,0.17597964486106482,0.0960263290427841,0.14657453
SLC7A9,ENSG00000021488,Gene Expression,GRCh38,False,27,0.010617381,0.010561412,98.93826189539914,27.0,3.3322046,27,False,0.008105371698416871,-0.07930491705381411,-0.9501024
CEP89,ENSG00000121289,Gene Expression,GRCh38,False,654,0.33700353,0.29043093,74.28234368855682,857.0,6.754604,652,False,0.24164560481739256,0.09774049281454394,-0.059070323
FAAP24,ENSG00000131944,Gene Expression,GRCh38,False,54,0.022414472,0.02216696,97.87652379079827,57.0,4.060443,53,False,0.01393761424862798,-0.17230988288813975,-1.5318378
RHPN2,ENSG00000131941,Gene Expression,GRCh38,False,629,0.38025954,0.32227156,75.26543452615022,967.0,6.875232,627,False,0.22808674557086717,0.09096937256823283,-0.10449734
GPATCH1,ENSG00000076650,Gene Expression,GRCh38,False,253,0.10460086,0.099484056,90.05112072355486,266.0,5.587249,253,False,0.08817304478797987,0.05666928246019693,-0.0995993
LRP3,ENSG00000130881,Gene Expression,GRCh38,False,461,0.2099882,0.19061062,81.87180495477782,534.0,6.2822666,460,True,0.17377663227897025,0.1537510320135043,0.50763595
CEBPA,ENSG00000245848,Gene Expression,GRCh38,False,306,0.14785686,0.13789661,87.96696814785686,376.0,5.9322453,305,False,0.10622908854283519,0.08652992177018543,0.08717558
CEBPG,ENSG00000153879,Gene Expression,GRCh38,False,595,0.2890287,0.253889,76.60243806527724,735.0,6.60123,593,False,0.2222572363441364,0.14712431102261406,0.27224264
PEPD,ENSG00000124299,Gene Expression,GRCh38,False,428,0.18521431,0.16992362,83.1694848604011,471.0,6.156979,426,True,0.1579997490557097,0.15797802688641263,0.5340753
KCTD15,ENSG00000153885,Gene Expression,GRCh38,False,495,0.22021234,0.19902489,80.5348014156508,560.0,6.329721,494,True,0.189623950109269,0.20693196303542005,0.8402766
LSM14A,ENSG00000257103,Gene Expression,GRCh38,False,1374,0.8529296,0.61676794,45.96932756586709,2169.0,7.6824822,1372,False,0.5474907653712725,0.06712384701552984,-0.28687552
KIAA0355,ENSG00000166398,Gene Expression,GRCh38,False,679,0.33267793,0.2871904,73.29925285096344,846.0,6.7417006,678,False,0.24397935548438918,0.048691377005081936,-0.3881378
GPI,ENSG00000105220,Gene Expression,GRCh38,False,1590,1.0660638,0.72564524,37.47542272906017,2711.0,7.9054418,1588,False,0.68399798372121,0.13333365689117346,-0.23042764
PDCD2L,ENSG00000126249,Gene Expression,GRCh38,False,125,0.051907197,0.050604895,95.08454581203303,132.0,4.890349,124,False,0.044356446766867716,0.08975104867020432,0.10732336
UBA2,ENSG00000126261,Gene Expression,GRCh38,False,1219,0.7251278,0.54530114,52.06449075894612,1844.0,7.5202346,1218,False,0.47955146735682486,0.10766344182700961,-0.123298794
WTIP,ENSG00000142279,Gene Expression,GRCh38,False,688,0.34486827,0.29629606,72.94534014942981,877.0,6.7776465,687,False,0.27095010896868127,0.17050820956389767,0.42912376
SCGB2B2,ENSG00000205209,Gene Expression,GRCh38,False,23,0.009044436,0.00900378,99.09555642941407,23.0,3.1780539,23,False,0.0066943740191240655,-0.17723083218183494,-1.5626178
ZNF302,ENSG00000089335,Gene Expression,GRCh38,False,408,0.18482108,0.16959178,83.95595753047583,470.0,6.154858,408,False,0.13939164264651277,-0.014097814058043633,-0.5422394
ZNF181,ENSG00000197841,Gene Expression,GRCh38,False,250,0.1049941,0.09984,90.16909162406607,267.0,5.590987,250,False,0.09125082201476459,0.11950363473773702,0.2934224
ZNF599,ENSG00000153896,Gene Expression,GRCh38,False,220,0.09123083,0.08730626,91.34880062917814,232.0,5.4510384,218,False,0.0747713412209578,0.06876268722871297,-0.023956439
ZNF30,ENSG00000168661,Gene Expression,GRCh38,False,169,0.07078254,0.06838973,93.35430593786866,180.0,5.198497,169,False,0.0611444071486057,0.09407103802785052,0.1343444
ZNF792,ENSG00000180884,Gene Expression,GRCh38,False,52,0.02044829,0.02024203,97.95517105780574,52.0,3.9702919,52,False,0.016392269675123767,-0.07577038875836281,-0.9279943
GRAMD1A,ENSG00000089351,Gene Expression,GRCh38,False,877,0.46087298,0.3790342,65.51317341722375,1172.0,7.06732,876,False,0.3278553729942826,0.07197059336155812,-0.23195897
SCN1B,ENSG00000105711,Gene Expression,GRCh38,False,278,0.115218244,0.10905012,89.06802988596147,293.0,5.68358,277,False,0.10192181039487976,0.10885699188444654,0.22682886
HPN,ENSG00000105707,Gene Expression,GRCh38,False,98,0.044435706,0.043476745,96.1462839166339,113.0,4.7361984,98,False,0.0299637961369214,-0.02961819212065394,-0.6393176
FXYD3,ENSG00000089356,Gene Expression,GRCh38,False,1258,1.2732992,0.8212322,50.53086905230043,3238.0,8.08302,1256,True,0.6223065579915529,0.4244757780720226,1.0075347
LGI4,ENSG00000153902,Gene Expression,GRCh38,False,177,0.075501375,0.07278695,93.03971686983877,192.0,5.26269,177,True,0.07002170522712835,0.15653982823381968,0.52507955
FXYD1,ENSG00000266964,Gene Expression,GRCh38,False,1317,0.8018089,0.5887911,48.210774675580026,2039.0,7.620705,1316,True,0.5861057545262767,0.2905529398228645,0.6146578
FXYD7,ENSG00000221946,Gene Expression,GRCh38,False,15,0.005898545,0.005881217,99.41014549744396,15.0,2.7725887,15,False,0.005841337996413346,0.11616728006869395,0.27255386
FXYD5,ENSG00000089327,Gene Expression,GRCh38,False,779,0.4046402,0.3397812,69.36688950058986,1029.0,6.937314,778,False,0.29356166831450264,0.1156821161323449,0.061298907
LSR,ENSG00000105699,Gene Expression,GRCh38,False,669,0.38891074,0.3285198,73.69248918600078,989.0,6.897705,668,False,0.23821146714862212,-0.017195241161015652,-0.830167
USF2,ENSG00000105698,Gene Expression,GRCh38,False,1779,1.35116,0.8549088,30.043255996854114,3436.0,8.142354,1777,False,0.7802103135701431,0.06038343240782223,-0.54061854
HAMP,ENSG00000105697,Gene Expression,GRCh38,False,25,0.009830908,0.009782899,99.0169091624066,25.0,3.2580965,25,False,0.00752080032592736,-0.14133404906717933,-1.3380876
CD22,ENSG00000012124,Gene Expression,GRCh38,False,36,0.014156508,0.01405724,98.58434919386552,36.0,3.6109178,36,False,0.012922157108227403,0.054198664194263446,-0.11505274
KRTDAP,ENSG00000188508,Gene Expression,GRCh38,False,12,0.0051120725,0.0050990502,99.52811639795517,13.0,2.6390574,12,False,0.0037246867691701126,0.005209539611844066,-0.4214741
DMKN,ENSG00000161249,Gene Expression,GRCh38,False,324,0.14589068,0.13618222,87.25914274478961,371.0,5.918894,323,False,0.10608985070765806,-0.002510481372880878,-0.46976197
TMEM147,ENSG00000105677,Gene Expression,GRCh38,False,710,0.34998032,0.30009001,72.08022021234763,890.0,6.7923446,708,False,0.26312774877374406,0.09995764113535756,-0.044195615
HAUS5,ENSG00000249115,Gene Expression,GRCh38,False,41,0.01612269,0.0159941,98.38773102634684,41.0,3.7376697,40,False,0.013373182528312388,0.0404865317025208,-0.20082057
RBM42,ENSG00000126254,Gene Expression,GRCh38,False,1008,0.54187965,0.43300223,60.36177742823436,1378.0,7.229114,1007,False,0.3807973327469631,0.07151232638210439,-0.23503345
ETV2,ENSG00000105672,Gene Expression,GRCh38,False,51,0.021234762,0.021012446,97.99449469130947,54.0,4.0073333,50,True,0.018644518813823584,0.21424173559368823,0.88599837
COX6B1,ENSG00000126267,Gene Expression,GRCh38,False,1991,1.7711364,1.0192575,21.706645694062132,4504.0,8.412943,1987,False,0.9360781735643474,0.10415874133023763,-0.47082832
UPK1A,ENSG00000105668,Gene Expression,GRCh38,False,210,0.09988203,0.09520293,91.74203696421549,254.0,5.5412636,208,False,0.06253967582258853,-0.09460908192672096,-1.0458282
KMT2B,ENSG00000272333,Gene Expression,GRCh38,False,799,0.40306723,0.33866072,68.58041683051515,1025.0,6.933423,797,False,0.29534520214153864,0.05183735481089847,-0.3670316
IGFLR1,ENSG00000126246,Gene Expression,GRCh38,False,100,0.04050334,0.03970458,96.06763664962644,103.0,4.644391,100,False,0.035355050524462604,0.14208229438310813,0.43464932
U2AF1L4,ENSG00000161265,Gene Expression,GRCh38,False,367,0.16083366,0.14913842,85.56822650412899,409.0,6.016157,365,True,0.13455462221800532,0.1724299330234731,0.62447035
PSENEN,ENSG00000205155,Gene Expression,GRCh38,False,718,0.36531657,0.31138632,71.76563114431774,929.0,6.8351846,716,False,0.2622894302525178,0.06287604275313798,-0.29297373
LIN37,ENSG00000267796,Gene Expression,GRCh38,False,211,0.090444356,0.086585276,91.70271333071176,230.0,5.4424176,210,True,0.07833451026499759,0.20925634981494828,0.85481536
HSPB6,ENSG00000004776,Gene Expression,GRCh38,False,2189,2.3173418,1.1991638,13.920566260322452,5893.0,8.68169,2187,True,1.2254522488401909,0.6079083453096589,0.71755606
PROSER3,ENSG00000167595,Gene Expression,GRCh38,False,244,0.10460086,0.099484056,90.40503342508848,266.0,5.587249,243,False,0.08405570761443704,0.05246966164295015,-0.12586746
ARHGAP33,ENSG00000004777,Gene Expression,GRCh38,False,263,0.11010617,0.10445566,89.65788438851749,280.0,5.638355,262,False,0.08831779690028152,-0.0008035984418232368,-0.4590856
APLP1,ENSG00000105290,Gene Expression,GRCh38,False,27,0.011403854,0.01133932,98.93826189539914,29.0,3.4011974,27,False,0.008043951008033415,-0.12195924061546183,-1.2169003
NFKBID,ENSG00000167604,Gene Expression,GRCh38,False,284,0.12072355,0.113974504,88.83208808493906,307.0,5.7300997,284,False,0.09743208813074174,0.03246241710863482,-0.25101048
HCST,ENSG00000126264,Gene Expression,GRCh38,False,165,0.06802989,0.065815724,93.51160047188361,173.0,5.159055,165,False,0.059643817275837493,0.06063690299499084,-0.07478229
TYROBP,ENSG00000011600,Gene Expression,GRCh38,False,920,0.5198584,0.4186172,63.82225717656311,1322.0,7.1876574,919,False,0.36325794243790854,0.15119444428305123,0.2995489
LRFN3,ENSG00000126243,Gene Expression,GRCh38,False,214,0.090444356,0.086585276,91.58474243020055,230.0,5.4424176,214,True,0.07987394376390214,0.164961873112533,0.5777585
SYNE4,ENSG00000181392,Gene Expression,GRCh38,False,249,0.115218244,0.10905012,90.2084152575698,293.0,5.68358,247,False,0.07586415753238926,-0.07275699143741082,-0.90914583
ALKBH6,ENSG00000239382,Gene Expression,GRCh38,False,385,0.16830516,0.15555412,84.86040110106174,428.0,6.061457,384,False,0.13411414705268368,0.1248290482287856,0.32673225
CLIP3,ENSG00000105270,Gene Expression,GRCh38,False,695,0.33700353,0.29043093,72.67007471490365,857.0,6.754604,695,False,0.27663216106951316,0.16272645430534774,0.37691644
THAP8,ENSG00000161277,Gene Expression,GRCh38,False,140,0.057412505,0.05582489,94.49469130947699,146.0,4.9904327,139,False,0.0510802382758511,0.11153893206440295,0.24360408
WDR62,ENSG00000075702,Gene Expression,GRCh38,False,11,0.0043256,0.0043162713,99.56744003145891,11.0,2.4849067,11,False,0.0037389605984384988,0.1294698491034139,0.35575992
POLR2I,ENSG00000105258,Gene Expression,GRCh38,False,1145,0.6543453,0.50340533,54.97443963822257,1664.0,7.4175806,1142,False,0.44916547330093204,0.11804874871985066,-0.08139422
TBCB,ENSG00000105254,Gene Expression,GRCh38,False,958,0.50019664,0.4055962,62.32795910342115,1272.0,7.149132,956,False,0.36696304049154327,0.10051118407413125,-0.04048193
CAPNS1,ENSG00000126247,Gene Expression,GRCh38,False,2088,2.219819,1.1693251,17.892253244199765,5645.0,8.638702,2085,False,1.0565312394011328,0.11342175825495665,-0.67749035
COX7A1,ENSG00000161281,Gene Expression,GRCh38,False,1110,0.6110893,0.47691053,56.35076681085332,1554.0,7.349231,1110,True,0.48190047860929264,0.2818013432737621,0.5793453
ZNF565,ENSG00000196357,Gene Expression,GRCh38,False,119,0.0475816,0.04648427,95.32048761305545,121.0,4.804021,118,False,0.03661697664375454,-0.112857519776248,-1.15997
ZNF146,ENSG00000167635,Gene Expression,GRCh38,False,852,0.43216673,0.3591885,66.49626425481713,1099.0,7.0030656,851,False,0.314630511330732,0.0763804364265061,-0.20237361
ZFP82,ENSG00000181007,Gene Expression,GRCh38,False,137,0.056626033,0.055080842,94.6126622099882,144.0,4.9767337,137,False,0.049815980414380796,0.13283777138852573,0.3768259
ZNF566,ENSG00000186017,Gene Expression,GRCh38,False,133,0.05387338,0.05247231,94.76995674400315,137.0,4.9272537,133,False,0.04520475183439401,0.058672285695492314,-0.08707075
ZNF260,ENSG00000254004,Gene Expression,GRCh38,False,320,0.13920566,0.13033123,87.41643727880457,354.0,5.872118,318,False,0.10760655420568022,0.03006172217988195,-0.26602656
ZNF529,ENSG00000186020,Gene Expression,GRCh38,False,158,0.06488399,0.06286587,93.78686590640976,165.0,5.1119876,157,False,0.05078828572124435,-0.014863832781785836,-0.54703075
ZNF382,ENSG00000161298,Gene Expression,GRCh38,False,51,0.02044829,0.02024203,97.99449469130947,52.0,3.9702919,51,False,0.017813031328234523,0.05778266800772003,-0.09263521
ZNF461,ENSG00000197808,Gene Expression,GRCh38,False,87,0.034998033,0.034399528,96.57884388517499,89.0,4.4998097,87,False,0.03169392660622134,0.08294472815911381,0.064750604
ZNF567,ENSG00000189042,Gene Expression,GRCh38,False,204,0.08572552,0.08224845,91.9779787652379,218.0,5.389072,204,False,0.06825497267611882,0.01939940033041543,-0.33271816
ZNF850,ENSG00000267041,Gene Expression,GRCh38,False,63,0.025953598,0.02562252,97.52261108926464,66.0,4.204693,63,False,0.022595258507269216,0.12344891579069842,0.31809968
ZNF790,ENSG00000197863,Gene Expression,GRCh38,False,155,0.06291781,0.06101778,93.90483680692095,160.0,5.081404,154,False,0.055758118631546526,0.12916657756395036,0.353863
ZNF345,ENSG00000251247,Gene Expression,GRCh38,False,265,0.1136453,0.10763869,89.57923712151002,289.0,5.669881,265,False,0.09383536506010172,0.06217474989253978,-0.06516323
ZNF829,ENSG00000185869,Gene Expression,GRCh38,False,71,0.029099489,0.028684137,97.20802202123477,74.0,4.317488,71,False,0.025836279129178127,0.08027920407735839,0.048078056
ZNF568,ENSG00000198453,Gene Expression,GRCh38,False,373,0.16201337,0.15015416,85.33228470310657,412.0,6.0234475,372,False,0.13590318524827547,0.11066346188977204,0.23812811
ZNF420,ENSG00000197050,Gene Expression,GRCh38,False,63,0.025167126,0.02485565,97.52261108926464,64.0,4.1743875,63,False,0.021730506942259666,0.13361918890915417,0.38171357
ZNF585A,ENSG00000196967,Gene Expression,GRCh38,False,318,0.13723949,0.12860382,87.49508454581203,349.0,5.857933,316,False,0.10806926022588484,0.11152353717850476,0.24350779
ZNF585B,ENSG00000245680,Gene Expression,GRCh38,False,358,0.15100275,0.14063352,85.9221392056626,384.0,5.9532433,356,False,0.1287894744304166,0.08548795926523092,0.08065823
ZNF383,ENSG00000188283,Gene Expression,GRCh38,False,305,0.1321274,0.124098524,88.0062917813606,336.0,5.820083,305,False,0.10697940218937792,0.08588520903927067,0.08314297
ZNF875,ENSG00000181666,Gene Expression,GRCh38,False,154,0.06331105,0.06138767,93.9441604404247,161.0,5.0875964,153,False,0.050670600994604235,-0.014319106090540636,-0.54362357
ZNF527,ENSG00000189164,Gene Expression,GRCh38,False,202,0.08454581,0.0811613,92.05662603224538,215.0,5.3752785,201,False,0.06907872672519004,0.14151493016934968,0.43110052
ZNF569,ENSG00000196437,Gene Expression,GRCh38,False,100,0.040110108,0.03932658,96.06763664962644,102.0,4.634729,100,False,0.033785386489014,0.01926899154451737,-0.33353385
ZNF570,ENSG00000171827,Gene Expression,GRCh38,False,177,0.07156901,0.06912394,93.03971686983877,182.0,5.209486,176,False,0.0608650901000765,0.04307527787507672,-0.18462825
ZNF793,ENSG00000188227,Gene Expression,GRCh38,False,302,0.12819505,0.12061905,88.1242626818718,326.0,5.7899604,302,False,0.10645438759454635,0.06796485133816361,-0.028946811
ZNF540,ENSG00000171817,Gene Expression,GRCh38,False,76,0.03106567,0.0305929,97.01140385371609,79.0,4.3820267,76,False,0.02770184961542418,0.08246335259801679,0.061739657
